1,2,3,4,5,6
6.19363,6.356111,5.7152658,5.667661,4.875752,4.4782457
0.03022725,0.050699666,0.045275345,0.080931686,0.02096119,0.036519054
0.00043991057,0.0012264138,0.0006867636,0.00091706426,0.0013664295,0.003745981
0.04715795,0.035536297,0.022225296,0.018382484,0.004048685,0.0033523114
0.5899439,0.48342195,0.35703295,0.21978757,0.13015902,0.041599717
1.0724517,1.6170794,0.6964725,0.59942347,0.39543372,0.19149914
0.8479258,1.1873958,0.42392105,0.3664917,0.10794331,0.05585789
7.272264,7.3142996,6.7971444,6.747985,6.1412277,5.905495
7.3967724,8.612203,6.1589837,6.194712,4.727729,5.2138867
0.93735296,0.49053046,0.9603313,0.8657781,0.86108595,0.79009897
0.25106072,0.04225481,0.21132205,0.049833808,0.11531944,0.01274719
0.2582712,0.08841677,0.36853275,0.041904353,0.4454325,0.009249546
0.0020591675,0.03194971,0.0014098173,0.0034499352,0.0037450262,0.012939857
6.160471,6.078989,5.8104315,5.5714164,5.3642535,5.049349
0.077897646,0.08731802,0.10079052,0.09348945,0.1135177,0.15356648
3.6471763,4.0293703,3.327098,3.3002958,2.6516855,2.7227542
0.9100407,0.75673264,0.6627306,0.5676742,0.37685788,0.3322427
0.027924612,0.056404658,0.013514791,0.009142492,0.0073031383,0.0018973128
3.0306745,1.1567758,1.5503118,0.68371177,0.39413458,0.12382033
0.40388706,0.10905706,0.20748347,0.088144034,0.06077369,0.0165532
5.147773,4.4783564,4.874378,4.4814024,4.7921863,5.464818
0.004237031,0.0009395077,0.00409328,0.0011746206,0.0016770427,0.0001716857
3.7999685,4.557174,4.6927366,5.1992316,6.0462804,6.3193564
15.791626,14.068617,16.413893,15.82687,15.8508005,14.7011175
0.28863695,0.17064328,0.181455,0.09473097,0.062355064,0.034749843
0.84234273,0.34402916,1.033509,0.45596683,1.2180836,0.40183008
10.895032,10.395687,10.102134,10.07292,8.457499,8.038615
3.6791315,3.850551,3.540819,3.1985738,2.9619768,2.1834986
0.74178594,1.0979606,0.42152455,0.3346963,0.66956544,0.22572127
0.40318814,0.13329719,0.5495817,0.25974247,0.50532395,0.113617755
7.8004575,4.0799923,6.348936,6.582011,6.25925,8.782874
3.4392712,1.8201488,3.5571356,4.694895,3.0373392,4.1807323
0.004739427,0.0017081365,0.027869087,0.043891728,0.081131764,0.21896474
12.677736,12.797526,11.728565,11.438528,10.24033,9.937106
1.092161,1.6922078,1.0668467,1.1532625,1.4926956,1.5020398
4.4221416,3.7503254,4.24055,3.6985452,3.55124,2.3093715
6.2008486,8.032039,4.173072,3.7141116,2.5185964,2.0105824
9.547713,4.4684696,4.64814,2.7570465,0.72560054,0.50801986
5.8571215,2.1041508,2.6159341,1.4324595,0.27706534,0.17188689
0.0033302133,0.012913682,0.008776678,0.008138205,0.065661915,0.00862936
0.37093678,0.11151263,1.1692884,0.82479346,1.8404007,0.43714195
1.1802442,2.865437,1.9227537,3.216815,2.6019819,4.77053
3.6110742,0.72376716,5.1162534,1.5858601,4.13173,1.0426911
2.999951,0.48700643,2.73685,0.5770635,0.82265836,0.3863163
0.07579383,0.067566626,0.022236293,0.014510107,0.00053779205,0.00044520144
0.0015940345,0.0019501981,0.028800296,0.06327884,0.012100365,0.0135370465
5.162447,3.0255818,4.9825478,5.540625,4.257528,5.317025
3.8377144,2.7383242,4.0240293,3.187805,3.5562196,2.3173902
0.06155276,0.22634861,0.05566908,0.04787546,0.09113472,0.07171285
0.0029354866,0.0011823644,0.008614305,0.012500313,0.041829687,0.19520932
5.967692,5.7955375,5.2358828,5.0603204,3.8181875,3.4307039
3.094638,4.8060637,2.0836532,2.3913548,1.3791459,1.3846453
0.0019423972,0.0028196743,0.005202691,0.0059266784,0.007580965,0.013594311
3.0161361e-06,7.8171266e-05,5.1826482e-05,8.4847175e-05,0.001370639,0.00053620845
2.0609539,2.2518265,2.5468855,2.8435962,2.280169,2.1142192
0.34301203,0.32871735,0.55479956,0.50791466,0.7788367,0.36605182
2.8925,3.174019,2.7615728,2.744798,2.9435275,2.868138
0.103627786,0.092536196,0.06359067,0.050013237,0.03721969,0.009845356
0.2588359,0.34495246,0.32092625,0.3352798,0.41455084,0.32025933
0.12863679,0.10106971,0.10414857,0.10842941,0.1158376,0.15799034
0.09181791,0.025335744,0.39507958,0.09481598,0.8903771,0.37984058
2.2921019,0.8136657,4.23122,3.1737647,5.5505896,3.0028102
9.420166,6.972616,10.965628,7.607495,11.870932,6.823632
0.5608083,0.30646718,0.6766327,0.6091542,0.63114613,0.26212803
0.004507667,0.026913995,0.022876032,0.016701028,0.047838207,0.06347517
7.5057335,6.1205597,9.30442,8.2817,9.931004,7.931411
0.66377145,0.26311967,0.9884226,0.6187608,1.4035754,0.5641872
19.907999,20.606014,20.569866,20.824987,22.01491,19.623714
2.564037,1.5809178,2.4034226,1.6326451,1.8923522,0.77179694
0.0042603067,0.006929664,0.008263429,0.004921904,0.01079396,0.0051181507
1.0971428,1.7313143,1.0272629,1.0562915,0.8386362,0.825188
0.042907745,0.25405106,0.13186093,0.20772478,0.07207727,0.045065433
1.5245118,1.9798815,2.3759794,2.7312474,3.2506447,3.4734418
0.13017538,0.057319995,0.08316857,0.04295552,0.027371576,0.021001043
15.057598,19.175587,15.282466,17.816114,14.896394,16.785147
2.5226836,4.394973,2.045945,2.1190612,1.6705534,1.5483345
4.8891664,6.0219417,5.6433954,6.098172,6.9576597,7.336103
0.11551669,0.1956656,0.31041762,0.40015468,0.47807956,0.5020834
2.7830117,4.05816,4.0449286,3.3095913,4.937141,3.6344671
2.066059,1.7497905,1.9537177,1.5247928,1.8242021,1.1891298
0.9156721,0.9301421,1.0555062,1.0093219,0.9123963,0.574225
2.111093,2.4690177,1.8944349,1.7718246,1.9305471,1.5714355
0.002467219,0.002215074,0.002787315,0.0031755115,0.0041759848,0.001099157
0.000602488,0.0028492678,0.0016425013,0.0012773274,0.006088897,0.00071678276
0.010327867,0.009783358,0.008095202,0.007069427,0.005265913,0.0051090685
0.18127812,0.13265179,0.15383731,0.13137534,0.08731229,0.089167126
0.19633086,0.22644745,0.21781363,0.30982265,0.30407244,0.30979475
0.055016167,0.048740193,0.033728898,0.054644387,0.063100725,0.058779012
0.49132803,0.4052669,0.46048775,0.3693234,0.38103017,0.2617184
0.21672465,0.23494858,0.27071726,0.19661531,0.35701665,0.16327703
1.122553,0.75420576,1.5774807,1.2653681,1.6237224,0.9035232
3.8262503,3.4975653,3.3617752,2.9005945,2.8720198,2.0757911
5.200721,4.0321245,4.2914357,3.185018,2.745351,1.818793
9.800059,4.0010805,7.2360983,6.227327,4.3254557,3.6249006
1.0673112,0.43516308,1.2236404,0.74090046,1.2789868,0.5946945
0.3290038,0.180093,0.23970266,0.16808812,0.14981115,0.14075173
2.1860118,1.4619495,3.134073,2.7078993,3.4547925,2.709853
0.025710095,0.012199136,0.028876228,0.026699841,0.09815988,0.03532912
0.008994394,0.012259041,0.03714357,0.041199148,0.0464635,0.021762727
6.2018905,5.010448,5.621359,6.237113,4.543915,5.508035
1.3418715,2.531647,0.8398685,0.8681783,0.44111767,0.41373456
0.13627589,0.1845043,0.17808533,0.14074147,0.270709,0.24276267
4.644335,4.8462176,4.4594164,4.4662666,4.260033,4.763369
1.0760418,1.2603737,1.4131753,1.6087868,1.131444,1.3149916
1.3367479,1.9176165,1.0585521,0.9909932,0.79960984,0.63335586
1.3687412,1.5561512,0.7762079,0.51947576,0.37502915,0.17544702
0.07680027,0.18027058,0.050762076,0.05516233,0.032654736,0.032090455
0.08290698,0.06354277,0.055079322,0.025715455,0.01849476,0.003777957
1.6192795,1.4731749,0.9218523,0.6501744,0.4097981,0.3798981
2.8844817,2.788829,2.390359,2.3079035,1.7769297,1.7020338
0.04069039,0.019781467,0.03914679,0.050775856,0.024411013,0.03946794
0.11787351,0.14353856,0.09027735,0.10184804,0.06478759,0.036876243
0.050859347,0.037725873,0.07892876,0.09316958,0.103958786,0.08331963
1.3398786,1.2264503,1.1061326,1.1575694,0.77930266,1.0876988
1.0629057,1.6728662,0.8902425,1.0917921,0.743045,1.1323906
0.75990117,0.847703,0.8978279,1.0602983,0.94887334,1.1317337
1.1477518,0.8465891,1.9096252,2.3328242,2.5275726,3.3402748
2.6766098,2.424964,2.962654,2.8033996,3.186043,3.0294406
3.8731906,2.0067255,3.9893913,3.967154,3.8128521,3.6103995
0.04562517,0.021058403,0.038229052,0.03761398,0.026686138,0.03807921
3.785961,4.243824,4.1121545,4.269674,4.9779334,5.265659
23.000877,16.528908,22.875612,21.465937,20.25016,19.379602
0.085699074,0.06382265,0.2409716,0.08238498,0.49387884,0.0947245
9.468908,10.024598,8.083465,7.5411143,6.707209,5.51607
0.71893984,0.72086406,0.70971495,0.6291787,0.7908017,0.48193958
0.086597025,0.08456526,0.08218737,0.07702245,0.059629746,0.0991367
33.172207,30.308104,34.18844,32.857185,34.448544,30.0687
2.426023,2.051815,3.22998,2.7712474,3.5724075,2.7447996
0.9897578,1.4490725,0.8277258,0.87619174,0.59265757,0.9514799
