1,2,3,4,5,6
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.14485985,0.0,0.0,0.0,0.0,0.0
0.5680899,0.48901823,0.19974014,0.21794142,0.064552784,0.08155844
0.12513995,0.1645359,0.0,0.0,0.0,0.0
0.5197646,0.38112924,0.2126243,0.2413739,0.08962916,0.08014461
0.0,0.0,0.0,0.0,0.0,0.0
0.11677639,0.068615966,0.08061729,0.08397168,0.09732721,0.12467946
0.27484518,0.24906294,0.030584004,0.040820252,0.0,0.017177576
0.16714363,0.09191849,0.0,0.020455934,0.0,0.021072423
1.4646722,1.4464324,1.1437324,1.3019007,0.9119659,1.1974882
0.5574127,0.6273541,0.2985072,0.46771803,0.1236536,0.3937842
0.0,0.0,0.0,0.0,0.0,0.0
0.37987643,0.460099,0.18827815,0.27886754,0.15685165,0.29239812
0.19236828,0.11037396,0.0,0.0,0.0,0.026169071
0.21327934,0.16627838,0.13532443,0.1379451,0.11122449,0.13987054
0.32180205,0.20751655,0.19640705,0.1909907,0.15399909,0.18628965
0.2358394,0.09713113,0.0,0.0,0.0,0.0
0.2252957,0.18982543,0.0,0.02221489,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.23971005,0.2597562,0.09843461,0.17814669,0.103200786,0.19737019
0.15989923,0.023209494,0.0,0.0,0.0,0.0
0.29726332,0.32272762,0.15992475,0.23237202,0.11398958,0.21471062
0.13416825,0.10793106,0.035169136,0.04192461,0.0,0.009828081
1.4766078,1.4683894,1.0924516,1.1959686,0.97288287,1.096421
0.8707364,0.8974749,0.45912236,0.5463837,0.2671625,0.40450984
0.046280164,0.0,0.0,0.0,0.0,0.0
0.8974125,0.899036,0.65080047,0.65607554,0.55325973,0.54375726
1.7412522,1.8058311,1.3071065,1.4326872,1.0734437,1.247175
1.1540959,1.1072532,0.6728783,0.8447363,0.36454138,0.63499916
1.201595,1.2486875,0.9402427,1.0726073,0.761605,0.8606797
1.2994493,1.1563793,0.93543303,0.8854667,0.6741829,0.6572083
0.6595466,0.5614415,0.33184373,0.3808539,0.1538267,0.22099753
0.5140297,0.4554523,0.3387079,0.3039368,0.23141897,0.18973565
1.1049767,1.0582793,0.7865962,0.8366455,0.5654299,0.6428313
1.2627782,1.2608455,0.9946135,1.0114685,0.9655086,0.917164
0.8643913,0.8079426,0.6636962,0.70387584,0.6348178,0.69441473
0.8688834,0.91229314,0.6091446,0.65462124,0.48191586,0.50347215
0.8680279,0.86108184,0.59543234,0.6579075,0.44065633,0.54120666
0.6069837,0.74914277,0.48982018,0.8089929,0.58960646,0.9082948
1.0296688,1.2875899,0.80106443,1.1174152,0.78396153,1.1697022
0.7453971,0.654476,0.4523235,0.500299,0.26230517,0.30859596
0.69071203,0.6430596,0.38483402,0.4619462,0.17786051,0.299793
0.6450154,0.6661022,0.27797207,0.49499235,0.086427435,0.2950461
0.13933964,0.05153989,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.41650894,0.53404516,0.09566897,0.24516493,0.0,0.11231879
0.59333134,0.76584995,0.2826106,0.4507836,0.14343707,0.33021906
0.33955002,0.2885305,0.06910091,0.1402758,0.0,0.057705615
0.0,0.015929257,0.0,0.0,0.0,0.0
0.39121762,0.43565524,0.21771379,0.33046058,0.16772085,0.38814655
0.4052228,0.3676371,0.24993569,0.26312026,0.20793384,0.2512543
0.17911497,0.09003251,0.058383726,0.11292772,0.056579236,0.1546534
0.0,0.0,0.0,0.0,0.0,0.0
0.32599598,0.28497934,0.23073499,0.27264342,0.23425442,0.32981285
0.0,0.0662235,0.0,0.07503019,0.010064288,0.19336236
0.05647219,0.06610241,0.0,0.062565014,0.020478135,0.14594163
0.0,0.0012811623,0.0,0.02516264,0.0,0.14425021
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.18077938,0.2643132,0.14715682,0.23496813,0.16920869,0.2937488
0.38924608,0.5927968,0.31232053,0.43820468,0.31855616,0.4551765
0.49886808,0.62352216,0.42594862,0.53541553,0.4143166,0.5747399
0.13171658,0.11916539,0.0534897,0.17802133,0.083732486,0.2379815
0.10408193,0.14093111,0.017815525,0.12232788,0.06070204,0.21910547
0.082703486,0.2381464,0.056457076,0.15290077,0.10738329,0.20185313
0.48265332,0.40450034,0.3702349,0.3794245,0.31657898,0.3744438
0.6733745,0.6318396,0.5683607,0.58708316,0.5416753,0.57714736
0.64239264,0.63056874,0.5623727,0.629552,0.55991805,0.67921716
0.39496145,0.3582859,0.23494731,0.2662268,0.18036966,0.24458408
0.18021093,0.13406049,0.083551034,0.14596415,0.048348915,0.06421512
0.27439243,0.14809147,0.20277084,0.18331869,0.24666406,0.36327538
0.51439995,0.528988,0.45119402,0.47823948,0.42418155,0.47715595
0.37770572,0.29849955,0.28233433,0.28022408,0.23478165,0.2929475
0.20776604,0.24105006,0.17367639,0.19731705,0.16371353,0.20786154
0.19650318,0.27331203,0.15692027,0.23771077,0.17016333,0.30179575
0.42485845,0.4085253,0.3539259,0.3923976,0.36118504,0.46850222
0.20054421,0.211333,0.16183297,0.23549673,0.1870152,0.34382403
0.0145764435,0.0035474002,0.0,0.0308456,0.0,0.11719773
0.69494694,0.7851509,0.6729734,0.7623906,0.71954465,0.8328735
1.0629085,1.0721226,0.9818647,1.0941856,1.0328077,1.2320396
0.50841326,0.43154156,0.49892917,0.52005315,0.512138,0.50419116
0.45600915,0.48027313,0.52365494,0.5829526,0.58687884,0.6739542
0.7095748,0.57911116,0.60752064,0.65646917,0.5141214,0.6619723
0.86530775,0.8233615,0.7789114,0.79780376,0.72325206,0.77095467
0.53886074,0.4244617,0.38342482,0.36032182,0.30743036,0.38899553
0.40937597,0.2948688,0.32195365,0.33893073,0.19814937,0.23594229
0.49457225,0.35317162,0.46241152,0.43452296,0.49285778,0.44699433
0.52212226,0.55884963,0.4916122,0.5412352,0.47363925,0.48751214
0.92186755,0.8724035,0.9036839,0.9469712,0.8777769,1.0324295
0.53076553,0.49399626,0.5132844,0.5300867,0.6372775,0.702971
0.802105,0.6714568,0.67922074,0.6957364,0.69629985,0.8147728
0.70465684,0.7370922,0.64315087,0.6592634,0.7344686,0.81408024
0.95190203,1.035339,0.728393,0.83530945,0.66235036,0.81660104
1.2093583,1.2607509,1.0313286,1.1754738,0.88444674,1.0757427
1.081692,1.08976,0.98425263,1.0133265,0.99300504,1.0307891
0.8121254,0.85320115,0.6803979,0.7367172,0.620954,0.59458643
1.2624344,1.3754607,1.042643,1.192878,0.9448929,1.1666876
0.7249195,0.8975809,0.6617845,0.8053566,0.6897325,0.8823139
0.24793327,0.3480265,0.2114017,0.24583882,0.17004858,0.19424105
1.2430924,1.1346748,1.0437635,1.0912455,0.91909605,0.9812406
1.3049574,1.3134999,1.2582477,1.2630477,1.2856245,1.307391
0.60557115,0.63924253,0.57217956,0.5689991,0.6201162,0.63993293
1.2194147,1.2022465,1.226899,1.2526255,1.3231337,1.4024973
0.8339181,0.7047843,0.84474885,0.8852503,0.8328136,0.8238186
1.5098788,1.5275724,1.385404,1.3920949,1.2726821,1.4000403
1.0103313,0.9265646,0.9651399,1.0067595,0.8289043,0.7667085
1.2466074,1.1891739,1.1658459,1.1742226,1.1360027,1.1727474
1.7326937,1.751825,1.5791621,1.6523633,1.6284422,1.8221892
1.6814877,1.5085583,1.5064244,1.5330738,1.3878164,1.3989642
1.8145237,1.7673936,1.508452,1.5825909,1.3926741,1.4768003
1.105777,1.1322246,0.8922855,0.94505584,0.9901512,1.0642837
1.6178573,1.7111582,1.5194628,1.776101,1.513386,1.7679001
1.1907824,1.2414793,1.1039051,1.243492,1.0337546,1.2065034
1.2065672,1.2975128,1.0418364,1.1472232,1.0726779,1.3550366
1.3357882,1.4059577,1.1148067,1.2718337,0.97283083,1.2158786
0.7832676,0.8447903,0.6912909,0.75997716,0.6468106,0.6422173
0.691101,0.77713794,0.77366054,0.8389451,0.8349165,0.8219698
1.5450307,1.5600078,1.3846037,1.452646,1.3568063,1.4056592
2.1400127,2.1069202,1.8716323,1.9825366,1.8472168,2.060945
0.79576224,0.78475666,0.777045,0.81361794,0.8189516,0.8721486
0.57327837,0.5897773,0.57011414,0.56448424,0.663794,0.63402104
1.9257733,1.8972398,1.7726097,1.7739229,1.7490263,1.7605032
0.99997056,0.9301866,0.8792372,0.86421996,0.87132865,0.8033827
2.0768776,2.271877,1.9355824,2.0985925,1.9382902,2.0777385
2.1907783,2.1519206,2.0144088,2.1924102,1.8315012,1.964332
0.4076513,0.49967378,0.3413287,0.42750323,0.31949806,0.44326374
1.9847528,2.095458,1.8819281,1.9291235,1.9052895,2.0075383
1.5997446,1.5404799,1.5386165,1.4764271,1.4714535,1.2745066
